"","...1","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","rank","Y"
"7961","slc25a32b",55.9542281694374,-0.189312158794502,0.234415660738341,-0.807591771804937,0.419325624999201,0.713092780763597,"ENSDARG00000035895",-0.130892487086334,"334431"
"7962","sept7b",1138.2266414533,-0.291980218593533,0.0983836285761612,-2.96777241111314,0.00299966345718682,0.0360608075761036,"ENSDARG00000083189",4.80925517754451,"560410"
"7963","LOC101882231",22.050881743405,-0.174666304444704,0.446431350281132,-0.391250086569214,0.695612389241758,0.883109379570509,"ENSDARG00000044387",-0.637037314210221,"548610"
"7964","si:dkey-256h2.1",24.1507658445316,0.0402220724473304,0.383260634352158,0.104947048671773,0.916417825627516,0.971128547113572,"ENSDARG00000027649",1.08728287679417,"567806"
"7965","LOC564281",12.1193014922622,-0.114955751826762,0.553005806297756,-0.207874402976641,0.835327036054258,0.942615332210651,"ENSDARG00000054096",-0.820068029135202,"100000303"
"7966","col28a1b",24.0546122126346,-0.840652769877606,0.406143680395623,-2.06984082347097,0.0384672530401192,0.195059610548569,"ENSDARG00000028431",2.25794797001516,"561450"
"7967","LOC101884510",15.2770882671852,-1.42144279827017,0.572319435377172,-2.48365285259517,0.0130042511096823,0.0980049109523773,"ENSDARG00000062510",3.34247896653911,"378450"
"7968","mios",178.559776876066,-0.0470991713222968,0.145296948121168,-0.324158022114954,0.745818401073961,0.906070774669857,"ENSDARG00000076179",-0.706726861391922,"393516"
"7969","LOC100332369",21.8655463023937,-0.372357994999144,0.404016105347437,-0.921641464463233,0.356715622621504,0.660467869173867,"ENSDARG00000099527",0.030816389927085,"406751"
"7970","LOC101883726",557.748469347217,-0.106679687891507,0.121575330821958,-0.877478080217896,0.3802270196328,0.682109640151357,"ENSDARG00000087832",-0.0330132154402744,"436724"
"7971","mex3a",749.946377716865,-0.352043607986679,0.148904177612795,-2.36422922197737,0.0180676297441214,0.120869261614984,"ENSDARG00000014927",3.01363335375522,"335817"
"7972","rab11al",19.7670702743154,-0.989809234998772,0.423387412674512,-2.33783340120153,0.0193958921828106,0.126386644970252,"ENSDARG00000040001",2.94269397848769,"327215"
"7973","lamtor2",40.8604314438839,0.546587590965507,0.291811563159388,1.87308407195283,0.0610567764826891,0.256281145903061,"ENSDARG00000099793",3.7959510856879,"558732"
"7974","ubqln4",1360.08795877546,0.367623285785375,0.0707441038823585,5.19652190939759,2.03051679868764e-07,1.86989659902796e-05,"ENSDARG00000042840",16.4098053096705,"393936"
"7975","LOC108179652",23.447296927934,-0.325408740176745,0.492258084957567,-0.66105311445478,0.508578251657239,0.778814061910345,"ENSDARG00000063051",-0.323863811898594,"360150"
"7976","tmem176l.1",381.809831651612,-0.0699485991296555,0.126687177733228,-0.552136375450324,0.580854921564404,0.821217026098166,"ENSDARG00000063037",-0.456745741979936,"550394"
"7977","rpz4",30.2066193777342,0.0926910616343398,0.3867486483025,0.239667448202276,0.810588072092335,0.932547552383301,"ENSDARG00000031845",1.20999527980819,"568558"
"7978","rpz5",57.5470816757265,-0.0441910829630018,0.277546873929006,-0.159220251114432,0.873495349304505,0.956631954080708,"ENSDARG00000096273",-0.864747526370021,"100000526"
"7979","rpz3",98.0499981103182,0.0549698735302369,0.19763492875392,0.278138453950523,0.780906077896132,0.920638709207451,"ENSDARG00000035715",1.24730039514988,"791200"
"7980","LOC100330084",104.723048380097,-0.250196336974427,0.190591554202011,-1.31273569818965,0.189272024118826,0.486403901085186,"ENSDARG00000094057",0.664570017642711,"791177"
"7981","LOC101886607",90.3882718254499,-0.250629731474205,0.256725823120933,-0.976254466447435,0.328938378177878,0.637705022443389,"ENSDARG00000079020",0.111884846130861,"553987"
"7982","rpz6",225.887081578318,-0.313055951495311,0.17917230169726,-1.74723407875994,0.0805967426061313,0.301861426760785,"ENSDARG00000097465",1.51829704460222,"799747"
"7983","rpz2",192.796143852373,0.0805470802252266,0.146734942222868,0.548929103082264,0.583054104825526,0.822389714370107,"ENSDARG00000042980",1.53947529277726,"559015"
"7984","rpz",268.210827612941,-0.292457589369172,0.132105721608418,-2.21381470695162,0.0268415279538817,0.15526422913515,"ENSDARG00000035985",2.61780504026198,"641567"
"7985","LOC110438003",610.93816817377,-0.127220291469058,0.117367403969881,-1.08394909630706,0.278387369339444,0.588393630834391,"ENSDARG00000056239",0.278741720303062,"445394"
"7986","LOC101886504",52.3896072394695,0.0329925372535575,0.350597391144812,0.0941037728370605,0.925026723393053,0.97405883322712,"ENSDARG00000042859",1.07793265173237,"619262"
"7987","nr2f5",14.1028448107873,0.0470465767345976,0.603878057820899,0.0779074121427192,0.937901703297104,0.978261896229561,"ENSDARG00000036190",1.06411012939351,"564664"
"7988","bola1",40.6312769969701,0.004169735268863,0.33809547239789,0.0123330112624396,0.990159930177088,0.996518605836055,"ENSDARG00000028581",1.00988880326717,"550272"
"7989","sv2a",7844.35218789962,-0.0504843202567489,0.0777707106685658,-0.649143100567733,0.516245885384049,0.784241286272532,"ENSDARG00000091512",-0.338827895060954,"415142"
"7990","mtmr11",389.940735281349,-0.358260225395079,0.125595609078006,-2.85249005140433,0.00433781702228598,0.0472317178863633,"ENSDARG00000100869",4.44038404766854,"548607"
"7991","otud7b",460.007794258442,-0.356303308831899,0.112654191984516,-3.16280559609243,0.00156256638763663,0.0221074207435997,"ENSDARG00000042990",5.46142568916887,"324681"
"7992","rbm8a",38.4257879891898,0.533493991429709,0.41762858468038,1.2774364854312,0.201448190605336,0.501355117867383,"ENSDARG00000055885",2.60222304923999,"100535003"
"7993","ntrk1",14.6946504654907,-0.246073545935815,0.53354090030468,-0.461208401821291,0.644649094373891,0.857039283239535,"ENSDARG00000100363",-0.560950850039923,"558184"
"7994","paqr6",1274.49622125893,0.776084681099261,0.134111399869041,5.78686585821267,7.17117988547113e-09,1.02727151859374e-06,"ENSDARG00000078125",19.7531956372301,"393808"
"7995","smg5",498.271412417476,0.0374354556497785,0.0989986887441927,0.378140924133953,0.70532590836252,0.887575036424073,"ENSDARG00000039999",1.3490953016237,"406514"
"7996","syngap1b",7176.96964558833,-0.107464862703807,0.0593714111576001,-1.81004393543121,0.0702889741175417,0.278241331190659,"ENSDARG00000039914",1.65514033289953,"368709"
"7997","phf1",244.869787050667,0.582907422382799,0.184748146757349,3.15514624971258,0.00160417670229793,0.0224483657802173,"ENSDARG00000068637",7.43514461207798,"100006589"
"7998","rgl2",486.123160124462,-0.457575778301828,0.128647814176197,-3.55680958306161,0.000375386045282998,0.00785450978932432,"ENSDARG00000078508",6.88755560743035,"558619"
"7999","dnase2",150.338844203595,-0.395616279275165,0.281835599486872,-1.40371294469347,0.160404346204849,0.447054885546757,"ENSDARG00000002831",0.830057487876607,"450047"
"8000","si:dkey-33i11.1",28.7511408799274,-1.80962082489466,0.536894628928307,-3.3705325540448,0.000750230411896974,0.013201751278832,"ENSDARG00000101062",6.19513018275242,"101885156"
"8001","LOC101885065",33.2055597168953,-0.953799308514113,0.332006728673167,-2.87283125955272,0.00406811338052977,0.0450168539199722,"ENSDARG00000060661",4.50457592986422,"558800"
"8002","si:dkey-33i11.3",34.4971562634816,-0.079672927015346,0.30548789293696,-0.260805514252531,0.794242491822916,0.925825195808327,"ENSDARG00000097752",-0.769633540956822,"100884131"
"8003","fxyd1",221.323513638481,-0.310569040747736,0.133972248610666,-2.31815949921297,0.0204406542483766,0.130546790769151,"ENSDARG00000078217",2.89022950592128,"436925"
"8004","si:dkey-33i11.9",10.926580396748,0.255188384702219,0.636454198638643,0.400953258298963,0.68845453759267,0.879749444226924,"ENSDARG00000041896",1.37330599408628,"562770"
"8005","si:rp71-77l1.1",164.551162996959,-0.534322121480663,0.196224174796166,-2.72301882291368,0.00646883721055314,0.0621985312494507,"ENSDARG00000098952",4.04075890678273,"550504"
"8006","si:rp71-77l1.2",29.2961002682745,-0.292107479111962,0.529706940759633,-0.551451107461537,0.581324474224037,0.821349706360528,"ENSDARG00000055400",-0.457553797409044,"323653"
"8007","gapdhs",5846.88456765966,0.650664857033437,0.0774952968287726,8.39618510618901,4.61218359015641e-17,3.67691296996122e-14,"ENSDARG00000070317",38.6152451722252,"436688"
"8008","tmem147",88.5285588085157,0.260215450576138,0.215892831460929,1.20529917003395,0.22808782990795,0.533242184010222,"ENSDARG00000086847",2.47802450531093,"562658"
"8009","sult2st3",182.017987755718,0.783211649826452,0.225694849667201,3.47022384862277,0.000520024776497879,0.0099532090833665,"ENSDARG00000099791",8.56163410041258,"795522"
"8010","ncam3",269.326030424845,1.83867275796975,0.172293862499308,10.6717252216523,1.38039249824261e-26,4.21847947462941e-23,"ENSDARG00000060349",60.5448445400991,"492778"
"8011","rbm42",123.889619433121,-0.0403933676678253,0.180897462177183,-0.223294275009018,0.823306482673971,0.937765415971546,"ENSDARG00000042864",-0.805573249303112,"791973"
"8012","arhgap33",2855.71328632387,-0.250903536688977,0.0614721968192908,-4.08157752075391,4.47310528273945e-05,0.00149979897704577,"ENSDARG00000099674",9.01484260340786,"562764"
"8013","zgc:101716",31.2057097958354,-0.375717050622874,0.356715132198766,-1.05326916833324,0.292217645342987,0.602237017535013,"ENSDARG00000097057",0.230256393593581,"321836"
"8014","dcaf13",145.712122237665,0.0256102316873119,0.177132595603017,0.144582263925656,0.885040701416158,0.961209873906691,"ENSDARG00000069583",1.12212164473099,"767689"
"8015","rims2a",3363.90245597829,0.121792100312941,0.0607269570375733,2.00556896400367,0.0449022559646343,0.215334133045282,"ENSDARG00000043446",4.10326724129492,"373085"
"8016","dcstamp",12.7804055886663,0.246537733207858,0.516938529196403,0.476918858401035,0.633419902595527,0.85105791265418,"ENSDARG00000097478",1.45662172352798,"406857"
"8017","dpys",21.1543913399776,0.962002120573982,0.412107766980955,2.33434600765105,0.0195776114948437,0.126805068227935,"ENSDARG00000104207",4.93336863630528,"553310"
"8018","zfpm2a",1180.38709574401,0.219431141651029,0.0747001153084878,2.93749401516782,0.00330876558258844,0.0385448066850963,"ENSDARG00000070553",6.71118009492489,"30668"
"8019","si:dkey-122a22.2",89.536918407938,-0.249522054066691,0.236826843137188,-1.05360545604262,0.292063590196248,0.602122553388623,"ENSDARG00000043443",0.230783725778625,"100330238"
"8020","LOC110438001",24.7923200508512,0.259526417695243,0.372005145062893,0.697642011514026,0.485401101424221,0.76306180917258,"ENSDARG00000009285",1.72277971658586,"406204"
"8021","LOC103908977",12.8653915237011,0.766182665835827,0.549521567478569,1.39427223821512,0.163235410968955,0.450262748287594,"ENSDARG00000079502",2.81256188101222,"555590"
"8022","oxr1a",1567.6298934273,0.152308279169093,0.114426742614192,1.3310549237832,0.183170939396192,0.478777240879342,"ENSDARG00000033161",2.69733546707486,"664760"
"8023","sqlea",138.398831635255,-0.127032304483047,0.202413546223175,-0.627587959666418,0.530273898217904,0.792690795495966,"ENSDARG00000041226",-0.365638383164921,"406564"
"8024","rnf144b",85.3618345432064,0.101231934090744,0.22243157418445,0.455114946976,0.649026545341099,0.85775917077803,"ENSDARG00000055255",1.43228166120218,"335236"
"8025","zmp:0000000930",28.2249997528232,0.215166640643038,0.368449202560903,0.583979118824316,0.55923436080821,0.808493356444007,"ENSDARG00000075817",1.58118664358367,"326825"
"8026","ccdc127a",24.1046788772071,-0.0847584336746948,0.397419309700118,-0.213272057008632,0.831114767442129,0.940524617405349,"ENSDARG00000079274",-0.815012613969254,"100038797"
"8027","mrpl32",21.1105482709169,0.395908835243807,0.471360895906059,0.839927195239188,0.400949208497291,0.698829615077704,"ENSDARG00000018257",1.91392052179941,"494479"
"8028","psma2",32.1060511849786,-0.21222148534249,0.375750258210215,-0.564793984050338,0.572213899416504,0.816634033289307,"ENSDARG00000010481",-0.441757592524628,"406824"
"8029","strumpellin",409.343582418491,-0.107242097232397,0.104356883112911,-1.02764756893289,0.304115639394348,0.614494294842178,"ENSDARG00000021143",0.190347257162326,"445137"
"8030","cldn12",536.29173676468,-0.0898516435503278,0.107919886933579,-0.832577258032418,0.405083189422663,0.701595273595055,"ENSDARG00000063031",-0.0963371730133659,"58107"
"8031","adam22",3800.53421183076,-0.0432501678512086,0.0907256511888384,-0.476713777024171,0.633565951073319,0.851125533265426,"ENSDARG00000040799",-0.543608821237794,"641319"
"8032","dbf4",56.451038768047,-0.614237408549276,0.308578576864124,-1.99053808203847,0.0465316932905964,0.219681022549541,"ENSDARG00000044114",2.0676216224145,"100332110"
"8033","slc25a40",84.8562892355264,-0.329123460772694,0.279593731003083,-1.17714892816773,0.23913606903488,0.544786583065292,"ENSDARG00000003931",0.430722562549699,"566914"
"8034","rundc3b",71.305306024343,0.271572380209176,0.240889861009605,1.12737156753288,0.259585415096913,0.56697536286087,"ENSDARG00000068726",2.34866947794576,"116994"
"8035","LOC798168",17.2144982443524,0.699335869563146,0.587761398043132,1.18982953268365,0.234113399486196,0.539419865918434,"ENSDARG00000078825",2.45194966782261,"793939"
"8036","si:dkey-7j14.6",223.565319054886,0.0882970779363128,0.189318947807467,0.466393242508979,0.64093404754862,0.854403668322903,"ENSDARG00000019706",1.44482871729475,"503748"
"8037","si:dkey-7j14.5",596.984136525516,-0.099969150840058,0.100540822469049,-0.994314034688084,0.320070005075231,0.631054151941875,"ENSDARG00000036721",0.13921554125403,"406719"
"8038","nudt17",103.916233712931,-0.565872634548493,0.278657904907975,-2.03070727433829,0.042284697994755,0.20733374859835,"ENSDARG00000034227",2.16333000791003,"100333951"
"8039","LOC101886004",45.5780831014627,-1.14667848887894,0.468532589687418,-2.44738256018423,0.0143898011953069,0.104830130171663,"ENSDARG00000099021",3.24123557365384,"565109"
"8040","mtx1a",298.987610745964,-0.136550918470954,0.11471957461718,-1.19030182012638,0.233927785665375,0.539263248423475,"ENSDARG00000074428",0.452742819521393,"559644"
"8041","thbs3a",30.5752764352151,-0.280938981234316,0.361948511492807,-0.776184933253688,0.437639800848013,0.725154833575743,"ENSDARG00000014966",-0.173640920567426,"84037"
"8042","polr3glb",22.4075001061633,-0.340414206455269,0.420755750678613,-0.809054198085789,0.418483972042321,0.71273115105247,"ENSDARG00000091135",-0.128883311629327,"555190"
"8043","ankrd34a",852.350169480878,0.128375104156702,0.118298845347681,1.08517630733764,0.277843575637642,0.587723105031114,"ENSDARG00000020504",2.28069700121637,"406507"
"8044","slc4a7",834.28815538457,-0.438115968163308,0.116940743174131,-3.74647839813135,0.000179334438788093,0.00455439926539956,"ENSDARG00000015427",7.62625812224372,"564989"
"8045","dpy19l1l",152.149589270944,0.110866874485292,0.153476390263933,0.722370876032692,0.470066487788283,0.7490712679244,"ENSDARG00000019564",1.75488113090371,"394075"
"8046","tbx20",12.2985235351575,0.679052949701127,0.497552723197943,1.36478591723229,0.172320346299312,0.46411568702894,"ENSDARG00000032296",2.75840005594683,"100000886"
"8047","herpud2",428.819666449472,-0.13330177550463,0.110575977978332,-1.20552201248224,0.228001845471067,0.533242184010222,"ENSDARG00000009131",0.478401555889105,"321496"
"8048","smarcc1a",1154.29668216797,-0.0183423392187805,0.0733017420967296,-0.250230604268256,0.802409019139959,0.928728260843139,"ENSDARG00000010181",-0.779863197806753,"30427"
"8049","cspg5a",4833.24354268825,0.103707232986825,0.100235157204392,1.03463930101245,0.300837392802081,0.611135043304713,"ENSDARG00000060768",2.20118538345531,"30381"
"8050","ppox",30.0791012884768,0.0463056919307005,0.334740022685158,0.138333299852386,0.88997700901728,0.962935218321094,"ENSDARG00000016122",1.11655964915447,"406643"
"8051","zgc:162160",52.984898731653,0.256342748036465,0.294126090630019,0.871540323020571,0.383459198933415,0.684389583083769,"ENSDARG00000005115",1.9585220551427,"553612"
"8052","fbl",77.3118110956459,-0.0179960001512674,0.240439206920144,-0.07484636296128,0.940336952934299,0.979022950070164,"ENSDARG00000032114",-0.938482992618676,"100318335"
"8053","alkbh8",47.7483900626457,-0.00329473450572303,0.282480339176342,-0.0116635887486182,0.990694013611051,0.996673183011755,"ENSDARG00000090637",-0.990650442393602,"327053"
"8054","LOC110437998",149.876638064157,-0.0884898917060734,0.180006770413539,-0.491592019026734,0.623007786550306,0.844460537165602,"ENSDARG00000016903",-0.526803738202823,"100332228"
"8055","dyrk1b",2627.1482497186,0.0690054773724629,0.0853622729021889,0.808383786260375,0.418869682749449,0.712863792731938,"ENSDARG00000073742",1.87019542712771,"407655"
"8056","zp3d.1",13.9998759020059,0.363276180996322,0.531580979842683,0.683388222625704,0.494361560064003,0.769421350942464,"ENSDARG00000057352",1.704488126541,"564460"
"8057","fli1b",144.919978580714,-0.166434018901265,0.185289085034796,-0.898239736409788,0.369057752981078,0.671277881570379,"ENSDARG00000041895",-0.00319786495548569,"323956"
"8058","gramd1a",1304.78287352462,0.0410628619277169,0.104158329363947,0.39423502833111,0.693407526603113,0.882081338129227,"ENSDARG00000042876",1.36613739115627,"100536906"
"8059","mtdhb",351.922011241558,0.040317887240464,0.117350304971444,0.343568661796619,0.731170695811632,0.900040359317771,"ENSDARG00000009594",1.31310833648934,"558006"
"8060","cep85",60.7198208251059,0.110953425986495,0.290821526820683,0.381517239110388,0.702819481830353,0.886367564402046,"ENSDARG00000059923",1.3526552027484,"678588"
"8061","ubxn11",15.5005910956876,0.102170161681147,0.478434455166288,0.213551011173801,0.830897205437513,0.940336563088138,"ENSDARG00000006527",1.18524919161267,"564010"
"8062","atp2c1",636.466882282168,0.0616623015991856,0.0952739646517265,0.647210408683965,0.517495775692296,0.785270851412772,"ENSDARG00000061405",1.65875391678937,"114442"
"8063","aste1",72.1598927283008,-0.820959499556355,0.609960312582403,-1.34592281271652,0.178327410843663,0.471698125393741,"ENSDARG00000095767",0.72413403152816,"557972"
"8064","rpp25l",32.011253649568,0.0705209952061498,0.362993991199791,0.194275929948756,0.845959831680233,0.947615582728862,"ENSDARG00000091631",1.16728340078655,"570401"
"8065","siglec15l",18.7492935739247,1.50852894812418,0.516545855524159,2.92041632314215,0.00349564057076102,0.0400350190540126,"ENSDARG00000092873",6.65623863804153,"100149758"
"8066","cmtm7",18.2907478535813,-0.0264525916639608,0.438194685420671,-0.0603672124379283,0.951863171698773,0.983121901440247,"ENSDARG00000077264",-0.950666018272312,"449552"
"8067","cmtm6",164.380647381834,-0.373161245350135,0.187121649255033,-1.99421738123708,0.0461283034715065,0.218555186680502,"ENSDARG00000042857",2.07632855920757,"321114"
"8068","cpne4a",233.018063084143,-0.0445943920101696,0.144194706286557,-0.309265112143213,0.757119867429343,0.91117257429701,"ENSDARG00000004636",-0.721766307269208,"446168"
"8069","ptpn23a",2327.90688511996,-0.168424562864399,0.0915103522265197,-1.84049737288181,0.0656952496085337,0.268043635251908,"ENSDARG00000002600",1.72272866038977,"322372"
"8070","scap",979.058859321898,-0.197942124944644,0.0937793237613413,-2.11072245997835,0.0347961743156662,0.182898808744295,"ENSDARG00000031200",2.3582478317027,"447806"
"8071","LOC101886041",39.9468867280009,-1.00871881990045,0.331473374890989,-3.0431367835567,0.0023412588627468,0.0300415133011374,"ENSDARG00000031348",5.05706651873666,"100332503"
"8072","dek",224.917435324055,0.0187476465118767,0.207883794976384,0.0901832993476305,0.928141555434097,0.975106555142152,"ENSDARG00000005026",1.07457101964541,"569386"
"8073","si:dkey-201i6.2",220.232651266492,-0.0999291462124116,0.15815588876703,-0.631839553945484,0.527491724535918,0.790971555114485,"ENSDARG00000009771",-0.360377898161457,"563531"
"8074","gbp",136.874710608277,-0.0601963130054824,0.172145197556201,-0.349683371131105,0.726576334665244,0.897085135299177,"ENSDARG00000026183",-0.680588270312046,"567170"
"8075","si:dkey-22o22.2",1180.35750592242,0.0567616980271737,0.0744880187380245,0.762024537487103,0.446045359447864,0.731677197247812,"ENSDARG00000104210",1.80733462933555,"564600"
"8076","ccne2",23.3445658502025,-0.360822473931605,0.437578064554937,-0.824589948992527,0.409604429602061,0.705286102065518,"ENSDARG00000002720",-0.107436609142841,"793849"
"8077","tp53inp1",128.340065707297,0.0409644110713633,0.181309828745039,0.225935964723502,0.821251225160067,0.93699598435287,"ENSDARG00000068478",1.19692621736091,"445320"
"8078","nagpa",72.5778653276202,0.0338070035145106,0.283114344647578,0.119411128943656,0.904949644759497,0.968002661679608,"ENSDARG00000042877",1.09987597797996,"692064"
"8079","ndufaf6",97.3422018103581,-0.188933323429552,0.206279262052628,-0.915910409750011,0.359713886473591,0.662885811294448,"ENSDARG00000003022",0.0224463233165639,"799960"
"8080","plekhf2",148.567498029397,-0.251131852521407,0.240042838814311,-1.04619597802571,0.295470559460531,0.606351223085428,"ENSDARG00000024746",0.21918607667453,"57922"
"8081","LOC101885539",18.6078419267219,0.119068043928783,0.456960129448899,0.260565498509424,0.794427598945033,0.92588176092288,"ENSDARG00000033840",1.23013342498025,"568980"
"8082","si:dkey-242e21.4",25.1300886156192,0.0400300928102773,0.342557849550246,0.116856445890333,0.906973812755043,0.968330872809393,"ENSDARG00000013771",1.09764170165973,"555760"
"8083","mettl6",21.4777904111836,-0.514197507319201,0.41357744243718,-1.24329195588878,0.21376026738029,0.516136855708763,"ENSDARG00000040253",0.542900137791215,"550372"
"8084","rspo3",10.9522072326315,0.360873974669033,0.617257619189395,0.58464077793474,0.558789282579386,0.808319975849215,"ENSDARG00000102551",1.58198283113296,"567222"
"8085","LOC110437996",58.4015040945962,-0.126407215193109,0.345782703975954,-0.365568357640871,0.714687190042196,0.891446815614064,"ENSDARG00000008155",-0.664089671537898,"100149472"
"8086","trmt11",122.371112914447,-0.224108389000341,0.237748315414617,-0.942628714779794,0.345870847009213,0.651682411141186,"ENSDARG00000020594",0.0616898481485408,"569678"
"8087","hint3",482.346097006116,-0.292570397730832,0.151749820360956,-1.92797854412556,0.0538577949939676,0.239055078433646,"ENSDARG00000009273",1.92140813202144,"100004652"
"8088","rbms3",2073.65032680712,0.153727229341045,0.0867304645851876,1.77247095442516,0.0763164126435061,0.292871021814845,"ENSDARG00000002013",3.57286725709377,"406297"
"8089","tgfbr2b",36.1177800072773,-0.077758671097417,0.311173401068367,-0.249888553553885,0.802673535409507,0.928756937312783,"ENSDARG00000075677",-0.780192796145722,"541506"
"8090","stt3b",827.396889271062,0.194494300207017,0.0904441008549599,2.15043654996269,0.0315206998450076,0.171502537791709,"ENSDARG00000089791",4.45711081103439,"565530"
"8091","osbpl10b",179.460090756205,-0.131865200744826,0.13967227584174,-0.944104332446334,0.345116335617444,0.651101258347716,"ENSDARG00000070809",0.0638737141032566,"558261"
"8092","gpd1l",120.903953014175,-0.130722940179139,0.179811758886469,-0.726998840279826,0.467226666181325,0.746670926070742,"ENSDARG00000032237",-0.239059227489814,"558626"
"8093","zgc:77056",61.767318731902,-0.206847998981207,0.330734137672337,-0.62542076979708,0.531694933966565,0.793110231364054,"ENSDARG00000021787",-0.368314613490597,"555791"
"8094","tmem42a",29.6965955088864,-0.366792869039551,0.382450493510546,-0.959059735216257,0.337528653131197,0.644954438272933,"ENSDARG00000055120",0.086104874106689,"553683"
"8095","zdhhc3a",313.275605190327,-0.429943395219096,0.130240243530433,-3.3011562598824,0.000962872401065788,0.0155279053174514,"ENSDARG00000009142",5.94558965643456,"767772"
"8096","ebag9",254.219524540165,0.165793545376846,0.138911508069944,1.19351915244751,0.232666115880638,0.537910213187163,"ENSDARG00000077870",2.45815083216587,"568835"
"8097","sybu",1761.17595804275,0.28921946226384,0.115492655155825,2.50422385625839,0.0122720361046344,0.0944272152809805,"ENSDARG00000027612",5.40043209232812,"570007"
"8098","eny2",33.3996893981329,0.779247405961869,0.32906704881682,2.36805055007391,0.0178820924746162,0.119972940949346,"ENSDARG00000056666",5.02395548730243,"563398"
"8099","LOC108179640",29.9755732897476,-0.40638812045303,0.423800436487785,-0.958913878949587,0.337602132337675,0.644954438272933,"ENSDARG00000097653",0.0858872001141828,"565345"
"8100","trhra",71.9322954267659,0.368851788792739,0.232241964388227,1.58822196395199,0.11223615616975,0.365919396037922,"ENSDARG00000053833",3.18715009030189,"554103"
"8101","tmem74",81.1071350862996,0.429067463512114,0.248858143152826,1.72414476004757,0.0846817134421748,0.310172572448206,"ENSDARG00000075444",3.46885559860069,"325033"
"8102","adgrb1a",3192.68754055901,-0.060380292752933,0.0612429613191559,-0.985913996520721,0.324175317946558,0.633993138704,"ENSDARG00000101029",0.12647080476088,"562490"
"8103","LOC110437994",181.244467725047,-0.448235176581333,0.202906838718156,-2.20906884860567,0.0271698524772239,0.155975709149147,"ENSDARG00000007279",2.60564728517865,"373102"
"8104","si:ch211-208k15.1",156.211158083892,0.241869654502862,0.182258008674765,1.32707284723204,0.184484586316047,0.480292470406064,"ENSDARG00000098288",2.69018936199392,"562702"
"8105","LOC101887157",12.0067149086338,-0.96519142946479,0.651602937696754,-1.48125702575327,0.138538095382117,0.410908203967405,"ENSDARG00000101295",0.976609934265368,"323457"
"8106","calb1",134.431178328504,0.239198921196416,0.176610532415985,1.3543865018934,0.175613101716947,0.468029336203771,"ENSDARG00000053918",2.73947198942005,"555510"
"8107","decr1",71.0242222484428,-0.0230501344604672,0.229986409647896,-0.100223897993609,0.920166573679471,0.972179446556427,"ENSDARG00000006251",-0.916799433019116,"568117"
"8108","pik3r4",1096.84749018367,-0.136516037622947,0.102476045263771,-1.33217511733165,0.182802651055163,0.478340525446166,"ENSDARG00000102774",0.699348117577296,"386787"
"8109","LOC103908963",13.5120723766913,1.57276413629687,0.70279060610498,2.23788440345478,0.0252285943716078,0.14998542065291,"ENSDARG00000102906",4.67977723046113,"562545"
"8110","col6a4a",82.7678214216625,-0.145656989963728,0.21344551768777,-0.682408286393705,0.494980817522782,0.76944272539419,"ENSDARG00000039661",-0.296763730356428,"559524"
"8111","LOC108179634",38.2999668480674,-2.54550616667674,1.24388977710718,-2.04640814123952,0.0407162317553768,0.202268443637656,"ENSDARG00000020102",2.20112845141058,"406566"
"8112","LOC101885930",21.574111004623,0.968135646358158,0.546978210199767,1.76997114017499,0.0767319485020839,0.293727976562466,"ENSDARG00000098024",3.56743711884829,"449653"
"8113","LOC108179628",17.7046516545772,-2.3558694899058,0.644622305865045,-3.65465089940436,0.000257532158727664,0.00600777310741787,"ENSDARG00000097824",7.2643659573956,"321795"
"8114","LOC101885829",280.716962953037,0.172176286435242,0.459137416453686,0.374999466968099,0.707660863075847,0.88868362340653,"ENSDARG00000088342",1.34579030700392,"558718"
"8115","capn7",396.848709296396,-0.20404921070102,0.108494126443528,-1.88073969891107,0.0600073365517276,0.253465681412688,"ENSDARG00000090036",1.81328844837299,"100150934"
"8116","sh3bp5b",297.222836595622,0.222118744268768,0.126600230077954,1.75448926223909,0.0793467082211328,0.299324036327542,"ENSDARG00000060633",3.53392831716596,"393742"
"8117","mrps15",185.904400729805,0.139761564915724,0.179934498068018,0.776735792281989,0.437314665281114,0.724939062799741,"ENSDARG00000028106",1.8271022851523,"325102"
"8118","oscp1b",117.206991474098,0.337605128873374,0.193691577378495,1.74300366305374,0.0813329749685538,0.30301171664225,"ENSDARG00000017445",3.50920374849109,"406248"
"8119","stk40",1463.04173394119,0.336110566420653,0.0962723007352421,3.49124892470357,0.000480768098226048,0.00948908918091799,"ENSDARG00000030905",8.64012552838796,"100001532"
"8120","eva1ba",11.0477458216947,-0.796446312032998,0.604004289977537,-1.31861035633144,0.187299409637227,0.483911790208284,"ENSDARG00000090935",0.675046821500613,"336876"
"8121","thrap3a",23.755837166259,-0.0527896823215458,0.377186001056192,-0.139956631936829,0.888694255749903,0.962352766382669,"ENSDARG00000054032",-0.881997978086517,"560608"
"8122","ptprub",2087.68890010618,-0.14868085154345,0.0797432285121991,-1.86449500876058,0.0622522218490702,0.259304120814301,"ENSDARG00000080675",1.77656105191974,"567605"
"8123","LOC101885684",39.8429005290319,0.323052093240198,1.18862548277837,0.271786275762048,0.785786358495385,0.922783285496513,"ENSDARG00000101061",1.24107033202961,"777750"
